"y","N","P","lT","eT","P.dev","lT.dev","eT.dev","Lon","Lat","year","P.clim","lT.clim","eT.clim"
13,14,29.749240913804,33.8378479008637,11.9017693781967,-19.7454674798306,1.4225711294664,1.39973124667906,761.569174620576,-166.750749102944,1,49.4947083936346,32.4152767713973,10.5020381315177
24,30,28.3714097119118,34.2295302011647,13.8768088824847,-21.4933716805869,1.88188825081895,1.42443851381924,749.783696645609,-272.887786308607,1,49.8647813924988,32.3476419503457,12.4523703686654
3,5,15.1250980974608,31.9172031741221,8.59648212305113,-0.647557274164318,0.0764619309413239,0.562340217045031,-1829.39050946606,400.597418805513,1,15.7726553716252,31.8407412431808,8.0341419060061
24,52,6.91052244805416,33.2062364694128,9.09721682867685,0.719134413890284,0.518901394207297,0.374129448042049,-1883.44797326272,360.552649423246,1,6.19138803416388,32.6873350752055,8.7230873806348
12,21,7.81989448301656,29.1000806350138,8.96947086701731,2.44281457466165,0.341486587821073,-0.161948109071126,-1908.94420304338,222.619820343346,1,5.37707990835491,28.7585940471927,9.13141897608844
23,29,19.4010410077017,28.3796816040399,4.7019559292219,1.49957917200246,0.157115568069051,0.70294358914449,-1762.82969018729,283.27779385055,1,17.9014618356993,28.2225660359709,3.99901234007741
86,143,8.37833977191575,30.4785444764777,5.93793648690986,-0.104718915090737,0.936287956165769,0.317095992289271,-1757.17662712795,36.9629445122737,1,8.48305868700649,29.542256520312,5.62084049462059
28,36,5.57133151260276,32.5633068526597,8.39002268735867,-3.3497485436529,0.515033386439551,0.254630851526206,-1882.90353292226,411.72784213099,1,8.92108005625566,32.0482734662201,8.13539183583246
129,180,4.49559588763268,40.7524268870415,16.1086059211754,2.80655884690609,0.24913220395181,0.852479536720044,-1437.43116356753,-442.953325667367,1,1.68903704072659,40.5032946830897,15.2561263844554
14,20,3.2369405841131,34.7366284753931,9.45239070441651,-0.924616819933813,1.15166928907544,1.67455730042957,-1564.11433295693,5.24790064752395,1,4.16155740404691,33.5849591863176,7.77783340398694
77,131,4.10250833220434,34.4268200886329,9.19213055581356,1.03445901971255,0.72941717334052,0.589704667091346,-1680.48408501057,-133.025586266442,1,3.06804931249179,33.6974029152923,8.60242588872221
62,101,3.86530505227971,35.5214367804895,10.5011182582647,1.2511794102138,0.633705435802599,0.170926759022133,-1760.33065219577,-17.8317832480958,1,2.61412564206591,34.8877313446869,10.3301914992426
16,19,7.67287586634432,27.6655219420867,0.643322620949922,-2.90924756335731,0.998510207168551,0.418010818772678,-1728.40470806465,487.844546261988,1,10.5821234297016,26.6670117349181,0.225311802177243
9,10,5.66670515358668,31.7067611684316,9.41715990556056,1.23578402245968,0.531374155448093,0.104243463602361,-1665.64202783555,-273.896410532682,1,4.43092113112699,31.1753870129836,9.3129164419582
14,19,9.19384445598899,31.2624286936281,5.89303111234157,-0.415794298282261,0.742365586576744,0.0286019899375159,-1759.0159577353,82.9414950962287,1,9.60963875427126,30.5200631070513,5.86442912240405
88,129,4.63678155099542,34.2185668991281,9.7956406931732,0.96396001609366,0.764091712085125,0.275953788096834,-1808.94439079766,118.412852066437,1,3.67282153490176,33.454475187043,9.51968690507636
11,21,7.29747884987395,29.6001086455165,6.63373116990174,2.32455320080158,0.0418936617788968,0.343836946352172,-1901.9110819684,48.4127350278481,1,4.97292564907237,29.5582149837376,6.28989422354957
23,35,20.9706580321498,28.2896815477236,5.15904229815951,2.79795099030857,0.22665034541474,0.76773772460823,-1789.10195610397,312.770247924288,1,18.1727070418413,28.0630312023089,4.39130457355128
23,41,5.80096036044318,36.8684905313876,12.7838859896591,2.64182009360518,0.0239974942150838,1.05021112440244,-1542.68455385975,-331.804927979462,1,3.159140266838,36.8444930371726,11.7336748652566
4,10,8.69187161079038,32.7972243188081,9.75685768681189,2.246079046621,0.149238618644354,0.152335889424058,-1836.47182976261,276.592473261869,1,6.44579256416938,32.6479857001638,9.60452179738783
21,24,5.88593973619686,36.8155908975603,12.4746831121511,2.54889640385745,0.0963631042374855,1.35651618667675,-1547.31729212297,-261.741997708339,1,3.33704333233942,36.7192277933228,11.1181669254743
54,85,6.35511672260429,32.5607879115707,9.78103062378372,1.56254948146462,0.214646740991265,0.197611581002106,-1843.11753708881,207.119834022356,1,4.79256724113967,32.3461411705794,9.58341904278161
25,46,6.5156034352858,31.3286781343076,6.87497656406065,2.29277208937203,0.531118773520635,0.677911725971327,-1846.23052922647,-88.5897975333818,1,4.22283134591377,30.797559360787,6.19706483808933
10,13,7.93605074971536,28.7397543238121,7.54914874600024,2.49022629226758,0.306111707150433,0.100889911504138,-1817.45526932034,-178.225134704844,1,5.44582445744777,28.4336426166617,7.4482588344961
3,10,8.38986645304862,27.9126654322853,8.59086008950517,2.19703863673942,-0.235594154215507,0.153564477255537,-1912.99130911575,150.002332086178,1,6.1928278163092,28.1482595865008,8.43729561224963
18,21,17.9476559165966,30.4036369549701,5.54734013460515,-3.76360745574983,0.269138849857278,0.229207500206471,-1840.01167486422,523.729484241873,1,21.7112633723464,30.1344981051129,5.31813263439868
13,20,6.95250982763777,31.5394659173173,9.43120533066959,1.59345797984894,0.375823317876365,0.104836121827564,-1900.45029383536,254.517537656488,1,5.35905184778883,31.163642599441,9.32636920884203
19,29,5.8909886157877,33.3615277249549,10.0624737949131,1.50048785379914,0.511119567969499,0.470097215822337,-1824.14357593228,164.335109318777,1,4.39050076198856,32.8504081569854,9.59237657909077
5,8,7.14321982898237,33.6932403833674,9.99899523647834,1.0295370154954,0.258659168478513,0.18619060220943,-1845.47513776846,338.315957732052,1,6.11368281348697,33.4345812148889,9.81280463426891
25,36,11.1178318620569,31.9963234784912,8.00300912589577,-3.78431240903731,0.483286414216578,0.654647477014718,-1856.67268410885,462.319514199894,1,14.9021442710942,31.5130370642746,7.34836164888106
34,53,9.8615038045183,29.4821320564665,5.01027045490884,0.991094147868197,1.19499937035912,0.608378119773705,-1702.3940726951,-21.0893423970215,1,8.87040965665011,28.2871326861074,4.40189233513513
11,19,7.16929894659436,29.2519504908465,6.7132603559451,1.81673854158381,0.401712531530243,-0.405674903382871,-1734.34078120068,-238.525537673624,1,5.35256040501056,28.8502379593162,7.11893525932798
34,46,6.54990615371132,33.3389646035474,9.57175913377239,0.867269569287654,0.395170691284139,0.34493099320112,-1866.86775579573,292.380667324292,1,5.68263658442367,32.9437939122633,9.22682814057127
2,10,14.34383799134,32.7058086328318,8.88834091321973,2.23731833922962,0.192785704600604,0.136825500311031,-1822.47107285922,347.968068265893,1,12.1065196521104,32.5130229282312,8.7515154129087
31,69,14.3408077901871,33.289852273639,4.45363409100562,-11.1870211801039,3.13164341354259,1.43199567050153,-415.414022267527,218.549186115836,1,25.527828970291,30.1582088600964,3.02163842050408
0,2,17.0331084199643,32.4106310844253,4.57981140680514,-11.5012826405359,3.01533184990089,1.70508062442585,-414.324578143941,193.447595309049,1,28.5343910605002,29.3952992345244,2.87473078237929
2,6,10.7128867252227,35.4740769862122,6.84011925809423,-13.2281744618254,2.78832869844062,1.71870423487976,-268.062270340094,12.2384740994705,1,23.9410611870481,32.6857482877716,5.12141502321447
14,17,16.0764726018527,34.3669882366901,5.59071014182618,-12.9474340093103,3.40571673284775,1.8943215179827,-218.608093252544,93.8164501610129,1,29.023906611163,30.9612715038424,3.69638862384348
4,7,9.29818449154549,34.9807992081082,5.64451395437157,-12.6261735936937,2.66760649351658,1.46652162206568,-331.338686629144,31.8180569030841,1,21.9243580852392,32.3131927145916,4.17799233230589
5,6,15.9763086990773,30.0516991077785,3.60693604093446,-15.0146156532567,2.89184655663819,1.89245784136262,-410.905153673184,106.77250993655,1,30.990924352334,27.1598525511403,1.71447819957184
13,16,14.2245869839322,34.8748439023872,6.2165490812192,-12.8703358372627,2.97540177134869,1.8351503151178,-229.708687207575,53.2255107874112,1,27.0949228211948,31.8994421310385,4.3813987661014
12,19,17.9630538524705,33.7051938783603,5.33420136694363,-13.1621329149006,3.47198412178142,1.79312381991643,-219.121180272823,150.442628063072,1,31.1251867673711,30.2332097565789,3.54107754702719
2,6,18.7157314993193,26.054176389265,0.653839467425277,-10.26956377742,2.38283980711634,1.92215478995042,-440.325472447171,294.271616041336,1,28.9852952767393,23.6713365821487,-1.26831532252514
23,30,14.2164754962824,32.9737412384976,4.34263261479169,-13.3566218250024,3.26440773755211,1.67173917700829,-308.250666985507,128.800804709002,1,27.5730973212849,29.7093335009455,2.67089343778339
7,15,16.2011033932145,33.9657659963791,4.59791802783318,-13.7556635570326,3.71002045818205,1.40453044280378,-263.971055933896,300.604030792122,1,29.9567669502471,30.255745538197,3.1933875850294
9,13,9.81223821020602,29.2740919533327,3.82512072220286,-7.50985890104398,1.29564077171932,1.70521467035756,-732.891534851642,155.554319883824,1,17.32209711125,27.9784511816134,2.1199060518453
1,4,9.67452451966947,35.0288806781085,6.45558755612935,-12.515028005226,2.42495701015016,1.72518625172377,-324.237944331513,8.24959156706023,1,22.1895525248955,32.6039236679583,4.73040130440558
17,45,14.6032568130415,35.1230101013685,6.8333669397095,-13.2209863139334,2.78120173023189,1.70000389441248,-212.294506068556,9.68770567347657,1,27.8242431269749,32.3418083711366,5.13336304529702
2,4,16.5537961858266,24.2784490316371,-0.588809237030566,-5.3121928168752,1.57372271988621,2.25959048324979,-542.856778131215,29.3140632350555,1,21.8659890027018,22.7047263117508,-2.84839972028036
10,14,15.5591253822662,34.1626472493043,5.32191313170814,-15.8106800809737,3.67277960296266,1.59777082866147,-195.939693751499,325.660265805331,1,31.3698054632399,30.4898676463416,3.72414230304667
20,34,16.4334652732658,33.6382775446466,4.78727396525914,-13.3112244673515,3.71658565513575,1.67550485187342,-267.377142775538,236.08501885946,1,29.7446897406173,29.9216918895108,3.11176911338572
48,61,13.7324639448212,32.667283299147,3.56390932366558,-10.5701617607649,2.92294347189924,1.11815547669805,-400.532107124336,271.234664209785,1,24.3026257055861,29.7443398272477,2.44575384696753
43,52,19.1610884924427,34.4882458609731,5.82177460025985,-12.761999490781,3.90951372503752,1.82976517852897,-211.32755322616,229.611696642085,1,31.9230879832237,30.5787321359356,3.99200942173088
94,132,38.3699564448499,30.0833969587728,10.8142553837868,-11.1281028594078,0.69750026932018,1.94095629907456,2074.5136670937,399.805658334143,1,49.4980593042577,29.3858966894527,8.87329908471224
8,14,42.1266849030171,29.964288987191,10.1490210113158,-7.25915753084919,0.666290656289555,1.67274247217631,2052.36789296849,464.197212963565,1,49.3858424338662,29.2979983309015,8.47627853913954
144,183,44.0482396429916,30.3937475435861,11.6068302686491,-5.94774271523325,0.764946732942811,2.51539760701299,2105.54315035008,356.796425608725,1,49.9959823582249,29.6288008106433,9.09143266163613
1,1,101.229171487101,32.2390165882252,17.5316621515969,23.9115222416505,-0.570910656113305,0.710205498723068,1716.03647666726,-1014.69988555895,1,77.3176492454501,32.8099272443385,16.8214566528739
12,14,43.3124210885783,33.0393776433841,14.1751602838458,-3.38535238618826,0.29386415103402,2.0299043269443,1551.77861634835,-409.757396576312,1,46.6977734747666,32.7455134923501,12.1452559569015
6,6,42.5022033714777,31.165905550248,13.6283282672541,-8.05924780838541,0.0186983115558046,2.11456896570476,1491.31853002253,-316.923055392701,1,50.5614511798631,31.1472072386922,11.5137593015493
11,14,39.6845209853349,31.3237066590293,12.893808834401,-12.4109211378809,0.380139501017253,2.12353122240118,1387.73076566532,-309.710448427734,1,52.0954421232157,30.9435671580121,10.7702776119999
5,9,38.610702428603,32.067764333005,13.3284397228769,-10.381974798261,0.275031112606643,1.79295824887002,1482.21397675685,-397.686875589911,1,48.992677226864,31.7927332203984,11.5354814740068
9,15,48.141614268135,31.5647332199767,14.9221827885834,-7.48446320533122,-0.918141939841452,1.35354748410916,1448.35526847995,-604.561973465047,1,55.6260774734662,32.4828751598182,13.5686353044742
1,2,41.8747331705434,30.8690837700489,12.7786500005564,-12.2328881842243,0.366030042831668,2.12983493895538,1375.33067292793,-380.46414779573,1,54.1076213547677,30.5030537272172,10.648815061601
13,15,58.4932314800653,32.0209303106555,15.0990828093027,5.51995044087492,-1.13027447833037,1.4321577306263,1616.8055804043,-573.443533126052,1,52.9732810391903,33.1512047889859,13.6669250786763
5,13,52.6089356170697,31.9799085378814,14.1339873821484,5.01846840375685,-0.521695801999605,2.23503637765734,1640.33436480284,-344.526269134937,1,47.5904672133128,32.501604339881,11.8989510044911
17,30,49.458430100622,32.3363965591989,14.5504775268399,-0.0773882996073034,-0.641791221349369,1.43514520718559,1574.84324914756,-508.009086403307,1,49.5358184002293,32.9781877805483,13.1153323196543
8,11,41.3108693340515,31.7360914225759,12.436776529122,-12.4424984269162,0.402863745192005,1.9146866196317,1353.35353417502,-310.408790529253,1,53.7533677609678,31.3332276773839,10.5220899094903
30,45,46.1175674522058,30.9987920152543,13.0244027724388,-3.47714406066712,-0.13561977047427,1.97877827281965,1533.2939120706,-265.923160467374,1,49.5947115128729,31.1344117857286,11.0456244996192
14,15,42.5184670700778,31.1932442541957,13.8589435620835,-10.8367074309596,0.443210186711244,2.42020108264375,1431.95309142829,-351.420479251686,1,53.3551745010374,30.7500340674845,11.4387424794397
10,12,41.7687707419019,31.3609125706565,12.6456201917695,-9.5652373232058,0.150099248458216,1.98347275267941,1375.86888320332,-279.210366701123,1,51.3340080651077,31.2108133221983,10.6621474390901
3,5,47.6046388846007,31.193203567616,13.3948782849258,0.296490143291078,-0.164991912898289,2.0839886956878,1552.3202386226,-264.406423641166,1,47.3081487413097,31.3581954805142,11.310889589238
14,15,42.0071699644422,31.6675495953618,12.1624743628268,-10.1357916682391,0.152680463105034,1.53450617050044,1376.19502880826,-413.764876983619,1,52.1429616326813,31.5148691322568,10.6279681923263
1,2,44.0358404705074,32.1734191227984,14.3337920092977,-4.78418201831777,-0.560202738788569,1.48374603823383,1522.3920327497,-474.458785503982,1,48.8200224888251,32.7336218615869,12.8500459710639
8,8,38.494047776276,32.2925407944091,13.051096048146,-9.50970063763827,0.427135225687781,1.27953284840758,1505.24514533488,-388.538153545625,1,48.0037484139143,31.8654055687213,11.7715631997384
22,23,52.8576809564962,31.8833864520649,14.055699634397,4.53284936206132,-0.849700365836775,1.77275120166625,1627.40856426728,-399.113043407484,1,48.3248315944349,32.7330868179017,12.2829484327308
3,6,60.3101095705217,31.8890560859827,14.4772670707181,8.48854826521965,-1.10379368702731,1.59318794597308,1673.12976560906,-419.818797320364,1,51.821561305302,32.99284977301,12.884079124745
13,15,40.2510445360202,31.8011967287478,13.5463089498173,-9.56668559301682,0.0230680732505858,1.84470329304478,1467.93270694877,-424.909478321701,1,49.817730129037,31.7781286554972,11.7016056567725
6,15,68.9426996794147,31.8323714506695,15.5250638579441,12.0832562330378,-1.06411245480705,1.57570527707049,1604.97364129486,-632.949187268771,1,56.8594434463769,32.8964839054765,13.9493585808736
10,16,49.3279173250142,32.6226216443794,14.2653163020966,-0.481514896539251,-0.476933954550622,1.58273224823982,1591.28544827118,-469.01501187973,1,49.8094322215535,33.09955559893,12.6825840538568
6,12,72.5309420635779,32.0851255475306,15.6738836505598,14.6472453187473,-0.843375327321045,1.59239604993482,1588.36965465776,-656.72933560415,1,57.8836967448306,32.9285008748517,14.0814876006249
24,27,43.0002623356792,31.1449831507379,12.6488519361748,-5.03775804977809,-0.210821000474048,1.5459803459624,1534.72840047898,-296.171310035001,1,48.0380203854573,31.3558041512119,11.1028715902124
28,28,37.5597929454511,31.9700305058748,13.455789544649,-11.1682595783854,0.164969648497838,1.65737203512998,1519.32833556545,-357.58687003354,1,48.7280525238365,31.805060857377,11.798417509519
14,18,34.6412740259839,31.6648146314303,13.5148022786044,-15.0752848691131,0.0812642634380417,2.04370128377392,1486.51627051364,-366.025218316508,1,49.716558895097,31.5835503679923,11.4711009948304
8,9,43.3466017233979,31.7498245067312,12.8444286535919,-4.69669413723208,0.003630446897937,1.64878829560679,1548.60577425967,-320.082599328738,1,48.04329586063,31.7461940598332,11.1956403579851
7,8,69.5440038039803,32.6338922495266,14.9359914549145,11.7914199244951,-0.48804668609255,1.52440980443738,1678.01188204821,-584.053763827844,1,57.7525838794852,33.1219389356192,13.4115816504771
9,13,41.328131119287,31.5159052509959,12.410173102251,-12.5761826093706,0.555742670965438,1.96734602732864,1359.27309703676,-337.402870506839,1,53.9043137286577,30.9601625800304,10.4428270749223
13,14,47.2186323087539,32.3810792126872,14.3846461517599,-2.20098619233762,-0.690052874352758,1.23706632690433,1545.95533314827,-505.674093140826,1,49.4196185010915,33.07113208704,13.1475798248556
3,7,41.0675325691976,32.610699604175,13.7390018431697,-6.6846974346071,0.315695535482304,1.78644442994928,1536.94244609458,-385.612853403784,1,47.7522300038047,32.2950040686927,11.9525574132204
13,14,47.2784984253266,31.7250050224955,14.3246364049642,-7.70485924428082,-0.838135141629248,1.1876119052528,1435.84043147584,-578.823340635876,1,54.9833576696074,32.5631401641247,13.1370244997114
11,15,39.3420767646123,31.5381367337719,13.4159722782658,-11.5611351284007,0.213244677523841,1.91970762631073,1454.14011131031,-407.064142169226,1,50.903211893013,31.324892056248,11.4962646519551
15,16,42.1069606620141,31.7958598773392,14.204648625013,-9.16517321167478,-0.934761479306952,1.14170597424377,1481.38266632216,-538.783420801926,1,51.2721338736889,32.7306213566461,13.0629426507692
32,42,40.1913955794283,31.8045789560549,13.7643527262067,-9.6690132960908,-0.505167224576839,1.60984424655909,1470.67658261304,-484.20202352532,1,49.8604088755191,32.3097461806317,12.1545084796476
22,26,43.5608722149264,31.7737741903776,14.4852808299582,-9.73874287854663,-0.950438830478725,1.20287899836135,1464.12082303308,-571.734792231774,1,53.299615093473,32.7242130208563,13.2824018315969
8,8,60.3025745355292,31.7844159129259,15.420730830579,2.14687236436945,-0.974694384108347,1.17329717535675,1524.91383125714,-664.986227045801,1,58.1557021711598,32.7591102970343,14.2474336552223
15,26,56.5772535484201,32.5988393620866,15.3414070429887,3.73746319644779,-0.455473809804324,1.88243244285274,1649.11502529749,-494.881885623058,1,52.8397903519723,33.054313171891,13.458974600136
4,4,39.6901567685887,31.6120746481604,12.3015547540489,-11.8398724676636,-0.0862715046647044,1.05268403735899,1388.52257257856,-443.549066747144,1,51.5300292362522,31.6983461528251,11.2488707166899
5,9,37.9750571714962,31.9400473308226,13.5763605263825,-12.7141992244735,-0.122021703469095,1.72267295181591,1456.53188569596,-447.157870090753,1,50.6892563959697,32.0620690342917,11.8536875745666
10,12,38.4106164115158,31.3579711462809,13.4321636059247,-12.1930118658036,0.012676907382227,1.87621421963054,1493.34103751322,-340.435698194274,1,50.6036282773194,31.3452942388987,11.5559493862942
